catalog_id,k,heuristic,ndcg5,ci_lo,ci_hi
phi_V500_EHIGH_z1.5_p0_s1,1,pop_price,0.065423,0.052645,0.078487
phi_V500_EHIGH_z1.5_p0_s1,1,content_knn_1,0.006014,0.002679,0.009808
phi_V500_EHIGH_z1.5_p0_s1,1,content_knn_3,0.004453,0.001633,0.007931
phi_V500_EHIGH_z1.5_p0_s1,1,content_knn_5,0.005470,0.002179,0.009067
phi_V500_EHIGH_z1.5_p0_s1,1,last_item_nbhd,0.004584,0.001679,0.008358
phi_V500_EHIGH_z1.5_p0_s1,1,pop_scaled_content,0.057671,0.045376,0.071022
phi_V500_EHIGH_z1.5_p0_s1,1,co_purchase,0.002409,0.000774,0.004518
phi_V500_EHIGH_z1.5_p0_s1,1,lambda_hybrid_0.25,0.064803,0.051429,0.076880
phi_V500_EHIGH_z1.5_p0_s1,1,lambda_hybrid_0.5,0.054025,0.042056,0.066447
phi_V500_EHIGH_z1.5_p0_s1,1,lambda_hybrid_0.75,0.016641,0.009085,0.024325
phi_V500_EHIGH_z1.5_p0_s1,2,pop_global,0.091837,0.076880,0.108169
phi_V500_EHIGH_z1.5_p0_s1,2,recency_pop_0.1,0.044620,0.033848,0.055016
phi_V500_EHIGH_z1.5_p0_s1,2,recency_pop_0.5,0.048260,0.038239,0.058472
phi_V500_EHIGH_z1.5_p0_s1,2,recency_pop_1.0,0.051187,0.040330,0.062142
phi_V500_EHIGH_z1.5_p0_s1,2,pop_category,0.075828,0.063477,0.088320
phi_V500_EHIGH_z1.5_p0_s1,2,pop_price,0.088549,0.073920,0.104395
phi_V500_EHIGH_z1.5_p0_s1,2,content_knn_1,0.004141,0.001404,0.007054
phi_V500_EHIGH_z1.5_p0_s1,2,content_knn_3,0.005485,0.002129,0.009249
phi_V500_EHIGH_z1.5_p0_s1,2,content_knn_5,0.005084,0.002022,0.008650
phi_V500_EHIGH_z1.5_p0_s1,2,last_item_nbhd,0.004758,0.002017,0.008074
phi_V500_EHIGH_z1.5_p0_s1,2,pop_scaled_content,0.086773,0.071088,0.101805
phi_V500_EHIGH_z1.5_p0_s1,2,co_purchase,0.009399,0.005502,0.014066
phi_V500_EHIGH_z1.5_p0_s1,2,lambda_hybrid_0.25,0.090491,0.075883,0.106623
phi_V500_EHIGH_z1.5_p0_s1,2,lambda_hybrid_0.5,0.077380,0.063293,0.092098
phi_V500_EHIGH_z1.5_p0_s1,2,lambda_hybrid_0.75,0.034760,0.024216,0.045140
phi_V500_EHIGH_z1.5_p0_s1,3,pop_global,0.114895,0.097841,0.132662
phi_V500_EHIGH_z1.5_p0_s1,3,recency_pop_0.1,0.070289,0.057612,0.083855
phi_V500_EHIGH_z1.5_p0_s1,3,recency_pop_0.5,0.070854,0.057821,0.085255
phi_V500_EHIGH_z1.5_p0_s1,3,recency_pop_1.0,0.071383,0.057399,0.085187
phi_V500_EHIGH_z1.5_p0_s1,3,pop_category,0.099641,0.084641,0.115552
phi_V500_EHIGH_z1.5_p0_s1,3,pop_price,0.113432,0.097293,0.131172
phi_V500_EHIGH_z1.5_p0_s1,3,content_knn_1,0.008414,0.004217,0.013003
phi_V500_EHIGH_z1.5_p0_s1,3,content_knn_3,0.007761,0.003807,0.012835
phi_V500_EHIGH_z1.5_p0_s1,3,content_knn_5,0.007985,0.004082,0.012921
phi_V500_EHIGH_z1.5_p0_s1,3,last_item_nbhd,0.007849,0.003832,0.012495
phi_V500_EHIGH_z1.5_p0_s1,3,pop_scaled_content,0.101799,0.085889,0.117337
phi_V500_EHIGH_z1.5_p0_s1,3,co_purchase,0.006391,0.002607,0.010680
phi_V500_EHIGH_z1.5_p0_s1,3,lambda_hybrid_0.25,0.113250,0.095998,0.131833
phi_V500_EHIGH_z1.5_p0_s1,3,lambda_hybrid_0.5,0.099225,0.081758,0.115472
phi_V500_EHIGH_z1.5_p0_s1,3,lambda_hybrid_0.75,0.045659,0.034343,0.057528
phi_V500_EHIGH_z1.5_p0_s1,5,pop_global,0.153620,0.134267,0.172271
phi_V500_EHIGH_z1.5_p0_s1,5,recency_pop_0.1,0.141822,0.124203,0.162466
phi_V500_EHIGH_z1.5_p0_s1,5,recency_pop_0.5,0.142178,0.123359,0.162905
phi_V500_EHIGH_z1.5_p0_s1,5,recency_pop_1.0,0.143390,0.124551,0.162819
phi_V500_EHIGH_z1.5_p0_s1,5,pop_category,0.150603,0.130430,0.170011
phi_V500_EHIGH_z1.5_p0_s1,5,pop_price,0.154875,0.135684,0.175326
phi_V500_EHIGH_z1.5_p0_s1,5,content_knn_1,0.006267,0.002518,0.010893
phi_V500_EHIGH_z1.5_p0_s1,5,content_knn_3,0.005601,0.001917,0.010467
phi_V500_EHIGH_z1.5_p0_s1,5,content_knn_5,0.003684,0.000454,0.007547
phi_V500_EHIGH_z1.5_p0_s1,5,last_item_nbhd,0.006208,0.002386,0.011030
phi_V500_EHIGH_z1.5_p0_s1,5,pop_scaled_content,0.138061,0.118556,0.155978
phi_V500_EHIGH_z1.5_p0_s1,5,co_purchase,0.001509,0.000000,0.004073
phi_V500_EHIGH_z1.5_p0_s1,5,lambda_hybrid_0.25,0.155212,0.135376,0.173758
phi_V500_EHIGH_z1.5_p0_s1,5,lambda_hybrid_0.5,0.133410,0.114497,0.152711
phi_V500_EHIGH_z1.5_p0_s1,5,lambda_hybrid_0.75,0.060478,0.046552,0.074725
phi_V500_EHIGH_z1.5_p0_s1,8,pop_global,0.185081,0.158736,0.210016
phi_V500_EHIGH_z1.5_p0_s1,8,recency_pop_0.1,0.211633,0.183722,0.239579
phi_V500_EHIGH_z1.5_p0_s1,8,recency_pop_0.5,0.187908,0.162241,0.213818
phi_V500_EHIGH_z1.5_p0_s1,8,recency_pop_1.0,0.189057,0.163524,0.216962
phi_V500_EHIGH_z1.5_p0_s1,8,pop_category,0.194999,0.167564,0.221222
phi_V500_EHIGH_z1.5_p0_s1,8,pop_price,0.185852,0.160887,0.210783
phi_V500_EHIGH_z1.5_p0_s1,8,content_knn_1,0.004826,0.001280,0.009550
phi_V500_EHIGH_z1.5_p0_s1,8,content_knn_3,0.003806,0.000743,0.007418
phi_V500_EHIGH_z1.5_p0_s1,8,content_knn_5,0.003638,0.000743,0.007083
phi_V500_EHIGH_z1.5_p0_s1,8,last_item_nbhd,0.005775,0.001486,0.011551
phi_V500_EHIGH_z1.5_p0_s1,8,pop_scaled_content,0.157283,0.136721,0.180007
phi_V500_EHIGH_z1.5_p0_s1,8,co_purchase,0.001486,0.000000,0.005944
phi_V500_EHIGH_z1.5_p0_s1,8,lambda_hybrid_0.25,0.187704,0.163107,0.213448
phi_V500_EHIGH_z1.5_p0_s1,8,lambda_hybrid_0.5,0.163101,0.138728,0.187639
phi_V500_EHIGH_z1.5_p0_s1,8,lambda_hybrid_0.75,0.040894,0.028747,0.055007
phi_V500_EHIGH_z1.5_p1_s0,0,pop_global,0.045808,0.036929,0.054822
phi_V500_EHIGH_z1.5_p1_s0,0,recency_pop_0.1,0.007627,0.004135,0.011540
phi_V500_EHIGH_z1.5_p1_s0,0,recency_pop_0.5,0.014492,0.008629,0.021150
phi_V500_EHIGH_z1.5_p1_s0,0,recency_pop_1.0,0.015742,0.009932,0.022206
phi_V500_EHIGH_z1.5_p1_s0,0,pop_category,0.032578,0.024348,0.040872
phi_V500_EHIGH_z1.5_p1_s0,0,pop_price,0.045808,0.037102,0.055172
phi_V500_EHIGH_z1.5_p1_s0,0,lambda_hybrid_0.25,0.045808,0.037417,0.054593
phi_V500_EHIGH_z1.5_p1_s0,0,lambda_hybrid_0.5,0.045808,0.037361,0.054898
phi_V500_EHIGH_z1.5_p1_s0,0,lambda_hybrid_0.75,0.045808,0.037374,0.053971
phi_V500_EHIGH_z1.5_p1_s0,0,active_elic2,0.032578,0.024460,0.040916
phi_V500_EHIGH_z1.5_p1_s0,1,pop_global,0.035698,0.027639,0.044073
phi_V500_EHIGH_z1.5_p1_s0,1,recency_pop_0.1,0.012174,0.007093,0.017224
phi_V500_EHIGH_z1.5_p1_s0,1,recency_pop_0.5,0.023258,0.015782,0.031333
phi_V500_EHIGH_z1.5_p1_s0,1,recency_pop_1.0,0.025911,0.018381,0.034747
phi_V500_EHIGH_z1.5_p1_s0,1,pop_category,0.028300,0.020057,0.036048
phi_V500_EHIGH_z1.5_p1_s0,1,pop_price,0.035698,0.027818,0.043903
phi_V500_EHIGH_z1.5_p1_s0,1,content_knn_1,0.007190,0.003411,0.011734
phi_V500_EHIGH_z1.5_p1_s0,1,content_knn_3,0.006524,0.002762,0.011681
phi_V500_EHIGH_z1.5_p1_s0,1,content_knn_5,0.004897,0.001992,0.008391
phi_V500_EHIGH_z1.5_p1_s0,1,last_item_nbhd,0.007932,0.003940,0.012771
phi_V500_EHIGH_z1.5_p1_s0,1,pop_scaled_content,0.040242,0.030684,0.050890
phi_V500_EHIGH_z1.5_p1_s0,1,co_purchase,0.006889,0.003191,0.011629
phi_V500_EHIGH_z1.5_p1_s0,1,lambda_hybrid_0.25,0.030614,0.023139,0.039333
phi_V500_EHIGH_z1.5_p1_s0,1,lambda_hybrid_0.5,0.033300,0.024165,0.042248
phi_V500_EHIGH_z1.5_p1_s0,1,lambda_hybrid_0.75,0.021603,0.014567,0.029434
phi_V500_EHIGH_z1.5_p1_s0,2,pop_global,0.053468,0.042980,0.063335
phi_V500_EHIGH_z1.5_p1_s0,2,recency_pop_0.1,0.022435,0.014920,0.030383
phi_V500_EHIGH_z1.5_p1_s0,2,recency_pop_0.5,0.042645,0.031985,0.054420
phi_V500_EHIGH_z1.5_p1_s0,2,recency_pop_1.0,0.044835,0.034643,0.055936
phi_V500_EHIGH_z1.5_p1_s0,2,pop_category,0.046705,0.036595,0.056235
phi_V500_EHIGH_z1.5_p1_s0,2,pop_price,0.053468,0.043528,0.064097
phi_V500_EHIGH_z1.5_p1_s0,2,content_knn_1,0.006562,0.002854,0.011493
phi_V500_EHIGH_z1.5_p1_s0,2,content_knn_3,0.010528,0.005621,0.015951
phi_V500_EHIGH_z1.5_p1_s0,2,content_knn_5,0.009853,0.005013,0.015521
phi_V500_EHIGH_z1.5_p1_s0,2,last_item_nbhd,0.008197,0.003815,0.013359
phi_V500_EHIGH_z1.5_p1_s0,2,pop_scaled_content,0.053183,0.042530,0.063907
phi_V500_EHIGH_z1.5_p1_s0,2,co_purchase,0.001887,0.000000,0.004504
phi_V500_EHIGH_z1.5_p1_s0,2,lambda_hybrid_0.25,0.051395,0.040642,0.061897
phi_V500_EHIGH_z1.5_p1_s0,2,lambda_hybrid_0.5,0.049207,0.039676,0.060172
phi_V500_EHIGH_z1.5_p1_s0,2,lambda_hybrid_0.75,0.032234,0.023157,0.042350
phi_V500_EHIGH_z1.5_p1_s0,3,pop_global,0.070518,0.057574,0.083552
phi_V500_EHIGH_z1.5_p1_s0,3,recency_pop_0.1,0.041526,0.031325,0.053108
phi_V500_EHIGH_z1.5_p1_s0,3,recency_pop_0.5,0.057598,0.044178,0.070225
phi_V500_EHIGH_z1.5_p1_s0,3,recency_pop_1.0,0.057613,0.045188,0.071238
phi_V500_EHIGH_z1.5_p1_s0,3,pop_category,0.068970,0.057381,0.081802
phi_V500_EHIGH_z1.5_p1_s0,3,pop_price,0.070518,0.056814,0.084210
phi_V500_EHIGH_z1.5_p1_s0,3,content_knn_1,0.011511,0.006584,0.017060
phi_V500_EHIGH_z1.5_p1_s0,3,content_knn_3,0.007506,0.003412,0.011767
phi_V500_EHIGH_z1.5_p1_s0,3,content_knn_5,0.007450,0.003730,0.012191
phi_V500_EHIGH_z1.5_p1_s0,3,last_item_nbhd,0.005999,0.002465,0.009915
phi_V500_EHIGH_z1.5_p1_s0,3,pop_scaled_content,0.064174,0.052102,0.077287
phi_V500_EHIGH_z1.5_p1_s0,3,co_purchase,0.001014,0.000000,0.003043
phi_V500_EHIGH_z1.5_p1_s0,3,lambda_hybrid_0.25,0.068449,0.055811,0.082224
phi_V500_EHIGH_z1.5_p1_s0,3,lambda_hybrid_0.5,0.071186,0.058573,0.084633
phi_V500_EHIGH_z1.5_p1_s0,3,lambda_hybrid_0.75,0.042146,0.031901,0.054253
phi_V500_EHIGH_z1.5_p1_s0,5,pop_global,0.116235,0.098110,0.133958
phi_V500_EHIGH_z1.5_p1_s0,5,recency_pop_0.1,0.103514,0.087013,0.118777
phi_V500_EHIGH_z1.5_p1_s0,5,recency_pop_0.5,0.100053,0.084436,0.118284
phi_V500_EHIGH_z1.5_p1_s0,5,recency_pop_1.0,0.100454,0.085696,0.117047
phi_V500_EHIGH_z1.5_p1_s0,5,pop_category,0.114183,0.096327,0.132793
phi_V500_EHIGH_z1.5_p1_s0,5,pop_price,0.116235,0.098733,0.133307
phi_V500_EHIGH_z1.5_p1_s0,5,content_knn_1,0.009199,0.004863,0.014154
phi_V500_EHIGH_z1.5_p1_s0,5,content_knn_3,0.010425,0.004653,0.016230
phi_V500_EHIGH_z1.5_p1_s0,5,content_knn_5,0.010651,0.005693,0.016675
phi_V500_EHIGH_z1.5_p1_s0,5,last_item_nbhd,0.012287,0.006608,0.018682
phi_V500_EHIGH_z1.5_p1_s0,5,pop_scaled_content,0.106063,0.089754,0.122857
phi_V500_EHIGH_z1.5_p1_s0,5,co_purchase,0.002757,0.000464,0.005912
phi_V500_EHIGH_z1.5_p1_s0,5,lambda_hybrid_0.25,0.118995,0.101621,0.137005
phi_V500_EHIGH_z1.5_p1_s0,5,lambda_hybrid_0.5,0.115098,0.098313,0.131475
phi_V500_EHIGH_z1.5_p1_s0,5,lambda_hybrid_0.75,0.073726,0.060178,0.089456
phi_V500_EHIGH_z1.5_p1_s0,8,pop_global,0.135191,0.110806,0.157820
phi_V500_EHIGH_z1.5_p1_s0,8,recency_pop_0.1,0.143873,0.119804,0.170073
phi_V500_EHIGH_z1.5_p1_s0,8,recency_pop_0.5,0.135685,0.113460,0.158767
phi_V500_EHIGH_z1.5_p1_s0,8,recency_pop_1.0,0.133663,0.110098,0.158225
phi_V500_EHIGH_z1.5_p1_s0,8,pop_category,0.133713,0.110942,0.157633
phi_V500_EHIGH_z1.5_p1_s0,8,pop_price,0.135191,0.112076,0.157533
phi_V500_EHIGH_z1.5_p1_s0,8,content_knn_1,0.008173,0.002907,0.014326
phi_V500_EHIGH_z1.5_p1_s0,8,content_knn_3,0.005844,0.002495,0.010288
phi_V500_EHIGH_z1.5_p1_s0,8,content_knn_5,0.006819,0.002117,0.012608
phi_V500_EHIGH_z1.5_p1_s0,8,last_item_nbhd,0.007849,0.002584,0.014423
phi_V500_EHIGH_z1.5_p1_s0,8,pop_scaled_content,0.126997,0.106671,0.148600
phi_V500_EHIGH_z1.5_p1_s0,8,co_purchase,0.001315,0.000000,0.003288
phi_V500_EHIGH_z1.5_p1_s0,8,lambda_hybrid_0.25,0.139559,0.115387,0.163819
phi_V500_EHIGH_z1.5_p1_s0,8,lambda_hybrid_0.5,0.138314,0.116267,0.162092
phi_V500_EHIGH_z1.5_p1_s0,8,lambda_hybrid_0.75,0.091818,0.071550,0.110544
phi_V500_EHIGH_z1.5_p1_s1,0,pop_global,0.075765,0.061676,0.091782
phi_V500_EHIGH_z1.5_p1_s1,0,recency_pop_0.1,0.016479,0.010830,0.023258
phi_V500_EHIGH_z1.5_p1_s1,0,recency_pop_0.5,0.016392,0.010591,0.023272
phi_V500_EHIGH_z1.5_p1_s1,0,recency_pop_1.0,0.015543,0.009850,0.021975
phi_V500_EHIGH_z1.5_p1_s1,0,pop_category,0.057574,0.046360,0.068529
phi_V500_EHIGH_z1.5_p1_s1,0,pop_price,0.076459,0.062030,0.092743
phi_V500_EHIGH_z1.5_p1_s1,0,lambda_hybrid_0.25,0.075765,0.061027,0.090329
phi_V500_EHIGH_z1.5_p1_s1,0,lambda_hybrid_0.5,0.075765,0.061436,0.089531
phi_V500_EHIGH_z1.5_p1_s1,0,lambda_hybrid_0.75,0.075765,0.061502,0.091613
phi_V500_EHIGH_z1.5_p1_s1,0,active_elic2,0.034740,0.026420,0.043531
phi_V500_EHIGH_z1.5_p1_s1,1,pop_global,0.080390,0.064267,0.095358
phi_V500_EHIGH_z1.5_p1_s1,1,recency_pop_0.1,0.026814,0.018586,0.034959
phi_V500_EHIGH_z1.5_p1_s1,1,recency_pop_0.5,0.028748,0.020226,0.037236
phi_V500_EHIGH_z1.5_p1_s1,1,recency_pop_1.0,0.028037,0.020365,0.037186
phi_V500_EHIGH_z1.5_p1_s1,1,pop_category,0.064769,0.054027,0.076332
phi_V500_EHIGH_z1.5_p1_s1,1,pop_price,0.079970,0.065944,0.095020
phi_V500_EHIGH_z1.5_p1_s1,1,content_knn_1,0.006941,0.002991,0.011394
phi_V500_EHIGH_z1.5_p1_s1,1,content_knn_3,0.009332,0.004838,0.014766
phi_V500_EHIGH_z1.5_p1_s1,1,content_knn_5,0.008615,0.004026,0.013609
phi_V500_EHIGH_z1.5_p1_s1,1,last_item_nbhd,0.007328,0.003309,0.012473
phi_V500_EHIGH_z1.5_p1_s1,1,pop_scaled_content,0.063361,0.050555,0.077006
phi_V500_EHIGH_z1.5_p1_s1,1,co_purchase,0.005579,0.001948,0.010104
phi_V500_EHIGH_z1.5_p1_s1,1,lambda_hybrid_0.25,0.078287,0.063406,0.093325
phi_V500_EHIGH_z1.5_p1_s1,1,lambda_hybrid_0.5,0.067462,0.053449,0.081653
phi_V500_EHIGH_z1.5_p1_s1,1,lambda_hybrid_0.75,0.022120,0.014810,0.030665
phi_V500_EHIGH_z1.5_p1_s1,2,pop_global,0.091443,0.076782,0.107555
phi_V500_EHIGH_z1.5_p1_s1,2,recency_pop_0.1,0.043966,0.033676,0.054617
phi_V500_EHIGH_z1.5_p1_s1,2,recency_pop_0.5,0.051348,0.039777,0.063217
phi_V500_EHIGH_z1.5_p1_s1,2,recency_pop_1.0,0.055358,0.044804,0.066041
phi_V500_EHIGH_z1.5_p1_s1,2,pop_category,0.076142,0.063503,0.088598
phi_V500_EHIGH_z1.5_p1_s1,2,pop_price,0.091505,0.076728,0.108041
phi_V500_EHIGH_z1.5_p1_s1,2,content_knn_1,0.004948,0.001631,0.009328
phi_V500_EHIGH_z1.5_p1_s1,2,content_knn_3,0.010615,0.005393,0.016710
phi_V500_EHIGH_z1.5_p1_s1,2,content_knn_5,0.007732,0.004091,0.011999
phi_V500_EHIGH_z1.5_p1_s1,2,last_item_nbhd,0.008127,0.004317,0.012933
phi_V500_EHIGH_z1.5_p1_s1,2,pop_scaled_content,0.089030,0.074633,0.105826
phi_V500_EHIGH_z1.5_p1_s1,2,co_purchase,0.005079,0.001904,0.009028
phi_V500_EHIGH_z1.5_p1_s1,2,lambda_hybrid_0.25,0.092410,0.076545,0.109599
phi_V500_EHIGH_z1.5_p1_s1,2,lambda_hybrid_0.5,0.082036,0.067552,0.098361
phi_V500_EHIGH_z1.5_p1_s1,2,lambda_hybrid_0.75,0.031922,0.022065,0.042010
phi_V500_EHIGH_z1.5_p1_s1,3,pop_global,0.086610,0.071458,0.102529
phi_V500_EHIGH_z1.5_p1_s1,3,recency_pop_0.1,0.053100,0.041803,0.064989
phi_V500_EHIGH_z1.5_p1_s1,3,recency_pop_0.5,0.057644,0.046912,0.070025
phi_V500_EHIGH_z1.5_p1_s1,3,recency_pop_1.0,0.057299,0.044903,0.069659
phi_V500_EHIGH_z1.5_p1_s1,3,pop_category,0.077099,0.064225,0.089934
phi_V500_EHIGH_z1.5_p1_s1,3,pop_price,0.085351,0.070863,0.101311
phi_V500_EHIGH_z1.5_p1_s1,3,content_knn_1,0.005499,0.002287,0.009410
phi_V500_EHIGH_z1.5_p1_s1,3,content_knn_3,0.003557,0.000778,0.006707
phi_V500_EHIGH_z1.5_p1_s1,3,content_knn_5,0.003972,0.000936,0.007813
phi_V500_EHIGH_z1.5_p1_s1,3,last_item_nbhd,0.006484,0.003196,0.010295
phi_V500_EHIGH_z1.5_p1_s1,3,pop_scaled_content,0.080951,0.065596,0.095670
phi_V500_EHIGH_z1.5_p1_s1,3,co_purchase,0.002074,0.000000,0.004721
phi_V500_EHIGH_z1.5_p1_s1,3,lambda_hybrid_0.25,0.086606,0.071530,0.102396
phi_V500_EHIGH_z1.5_p1_s1,3,lambda_hybrid_0.5,0.076705,0.063264,0.092395
phi_V500_EHIGH_z1.5_p1_s1,3,lambda_hybrid_0.75,0.032275,0.023530,0.042199
phi_V500_EHIGH_z1.5_p1_s1,5,pop_global,0.116032,0.099313,0.131829
phi_V500_EHIGH_z1.5_p1_s1,5,recency_pop_0.1,0.107214,0.092072,0.125787
phi_V500_EHIGH_z1.5_p1_s1,5,recency_pop_0.5,0.103689,0.087621,0.120249
phi_V500_EHIGH_z1.5_p1_s1,5,recency_pop_1.0,0.104051,0.088558,0.120025
phi_V500_EHIGH_z1.5_p1_s1,5,pop_category,0.117083,0.099129,0.135369
phi_V500_EHIGH_z1.5_p1_s1,5,pop_price,0.116096,0.099400,0.133228
phi_V500_EHIGH_z1.5_p1_s1,5,content_knn_1,0.012853,0.007421,0.019734
phi_V500_EHIGH_z1.5_p1_s1,5,content_knn_3,0.011986,0.006417,0.019139
phi_V500_EHIGH_z1.5_p1_s1,5,content_knn_5,0.011252,0.005956,0.017876
phi_V500_EHIGH_z1.5_p1_s1,5,last_item_nbhd,0.011417,0.006182,0.018365
phi_V500_EHIGH_z1.5_p1_s1,5,pop_scaled_content,0.111097,0.095118,0.128592
phi_V500_EHIGH_z1.5_p1_s1,5,co_purchase,0.006216,0.002110,0.011490
phi_V500_EHIGH_z1.5_p1_s1,5,lambda_hybrid_0.25,0.116863,0.100025,0.135100
phi_V500_EHIGH_z1.5_p1_s1,5,lambda_hybrid_0.5,0.100877,0.085338,0.116938
phi_V500_EHIGH_z1.5_p1_s1,5,lambda_hybrid_0.75,0.052533,0.040294,0.065332
phi_V500_EHIGH_z1.5_p1_s1,8,pop_global,0.154823,0.130069,0.179819
phi_V500_EHIGH_z1.5_p1_s1,8,recency_pop_0.1,0.169850,0.145037,0.194760
phi_V500_EHIGH_z1.5_p1_s1,8,recency_pop_0.5,0.153673,0.131205,0.177147
phi_V500_EHIGH_z1.5_p1_s1,8,recency_pop_1.0,0.153673,0.130100,0.176843
phi_V500_EHIGH_z1.5_p1_s1,8,pop_category,0.167986,0.142228,0.195593
phi_V500_EHIGH_z1.5_p1_s1,8,pop_price,0.153034,0.129281,0.177031
phi_V500_EHIGH_z1.5_p1_s1,8,content_knn_1,0.005893,0.001853,0.010529
phi_V500_EHIGH_z1.5_p1_s1,8,content_knn_3,0.003470,0.000640,0.006740
phi_V500_EHIGH_z1.5_p1_s1,8,content_knn_5,0.004549,0.001486,0.008356
phi_V500_EHIGH_z1.5_p1_s1,8,last_item_nbhd,0.005253,0.001150,0.009906
phi_V500_EHIGH_z1.5_p1_s1,8,pop_scaled_content,0.126325,0.105087,0.147165
phi_V500_EHIGH_z1.5_p1_s1,8,co_purchase,0.002152,0.000000,0.004901
phi_V500_EHIGH_z1.5_p1_s1,8,lambda_hybrid_0.25,0.151825,0.128164,0.174921
phi_V500_EHIGH_z1.5_p1_s1,8,lambda_hybrid_0.5,0.117991,0.098900,0.139917
phi_V500_EHIGH_z1.5_p1_s1,8,lambda_hybrid_0.75,0.043045,0.029475,0.058797
phi_V500_ELOW_z0.5_p0.25_s0,0,pop_global,0.683311,0.660943,0.706958
phi_V500_ELOW_z0.5_p0.25_s0,0,recency_pop_0.1,0.069633,0.055062,0.083663
phi_V500_ELOW_z0.5_p0.25_s0,0,recency_pop_0.5,0.226634,0.206414,0.247535
phi_V500_ELOW_z0.5_p0.25_s0,0,recency_pop_1.0,0.244323,0.222226,0.266182
phi_V500_ELOW_z0.5_p0.25_s0,0,pop_category,0.683311,0.661511,0.706633
phi_V500_ELOW_z0.5_p0.25_s0,0,pop_price,0.662529,0.638337,0.686373
phi_V500_ELOW_z0.5_p0.25_s0,0,lambda_hybrid_0.25,0.683311,0.659680,0.707583
phi_V500_ELOW_z0.5_p0.25_s0,0,lambda_hybrid_0.5,0.683311,0.661214,0.706063
phi_V500_ELOW_z0.5_p0.25_s0,0,lambda_hybrid_0.75,0.683311,0.659309,0.704037
phi_V500_ELOW_z0.5_p0.25_s0,0,active_elic2,0.669215,0.646056,0.692360
phi_V500_ELOW_z0.5_p0.25_s0,1,pop_global,0.334890,0.309937,0.360696
phi_V500_ELOW_z0.5_p0.25_s0,1,recency_pop_0.1,0.121519,0.105336,0.139417
phi_V500_ELOW_z0.5_p0.25_s0,1,recency_pop_0.5,0.230271,0.206082,0.255760
phi_V500_ELOW_z0.5_p0.25_s0,1,recency_pop_1.0,0.235438,0.210634,0.261069
phi_V500_ELOW_z0.5_p0.25_s0,1,pop_category,0.337597,0.310975,0.360886
phi_V500_ELOW_z0.5_p0.25_s0,1,pop_price,0.328101,0.304475,0.352710
phi_V500_ELOW_z0.5_p0.25_s0,1,content_knn_1,0.008076,0.004592,0.012238
phi_V500_ELOW_z0.5_p0.25_s0,1,content_knn_3,0.008733,0.004806,0.012708
phi_V500_ELOW_z0.5_p0.25_s0,1,content_knn_5,0.009164,0.005105,0.013293
phi_V500_ELOW_z0.5_p0.25_s0,1,last_item_nbhd,0.008463,0.004706,0.012332
phi_V500_ELOW_z0.5_p0.25_s0,1,pop_scaled_content,0.285429,0.263001,0.307869
phi_V500_ELOW_z0.5_p0.25_s0,1,co_purchase,0.017704,0.011406,0.024314
phi_V500_ELOW_z0.5_p0.25_s0,1,lambda_hybrid_0.25,0.293666,0.268678,0.317442
phi_V500_ELOW_z0.5_p0.25_s0,1,lambda_hybrid_0.5,0.202719,0.180527,0.228223
phi_V500_ELOW_z0.5_p0.25_s0,1,lambda_hybrid_0.75,0.070631,0.055631,0.087000
phi_V500_ELOW_z0.5_p0.25_s0,2,pop_global,0.256831,0.233654,0.279557
phi_V500_ELOW_z0.5_p0.25_s0,2,recency_pop_0.1,0.142220,0.123240,0.162693
phi_V500_ELOW_z0.5_p0.25_s0,2,recency_pop_0.5,0.168095,0.148084,0.190573
phi_V500_ELOW_z0.5_p0.25_s0,2,recency_pop_1.0,0.168095,0.145621,0.191271
phi_V500_ELOW_z0.5_p0.25_s0,2,pop_category,0.257904,0.235501,0.281897
phi_V500_ELOW_z0.5_p0.25_s0,2,pop_price,0.250176,0.225655,0.273060
phi_V500_ELOW_z0.5_p0.25_s0,2,content_knn_1,0.002565,0.000774,0.004889
phi_V500_ELOW_z0.5_p0.25_s0,2,content_knn_3,0.004646,0.001723,0.008370
phi_V500_ELOW_z0.5_p0.25_s0,2,content_knn_5,0.005646,0.002584,0.009200
phi_V500_ELOW_z0.5_p0.25_s0,2,last_item_nbhd,0.002178,0.000387,0.004357
phi_V500_ELOW_z0.5_p0.25_s0,2,pop_scaled_content,0.240045,0.217115,0.262561
phi_V500_ELOW_z0.5_p0.25_s0,2,co_purchase,0.004197,0.001678,0.007876
phi_V500_ELOW_z0.5_p0.25_s0,2,lambda_hybrid_0.25,0.221514,0.198190,0.243667
phi_V500_ELOW_z0.5_p0.25_s0,2,lambda_hybrid_0.5,0.172408,0.151297,0.195620
phi_V500_ELOW_z0.5_p0.25_s0,2,lambda_hybrid_0.75,0.085351,0.068940,0.101566
phi_V500_ELOW_z0.5_p0.25_s0,3,pop_global,0.216494,0.196255,0.238440
phi_V500_ELOW_z0.5_p0.25_s0,3,recency_pop_0.1,0.098057,0.081345,0.115676
phi_V500_ELOW_z0.5_p0.25_s0,3,recency_pop_0.5,0.108359,0.091519,0.126258
phi_V500_ELOW_z0.5_p0.25_s0,3,recency_pop_1.0,0.111945,0.093320,0.130105
phi_V500_ELOW_z0.5_p0.25_s0,3,pop_category,0.218145,0.193560,0.241854
phi_V500_ELOW_z0.5_p0.25_s0,3,pop_price,0.213322,0.190529,0.235893
